game_id,name,ranking,expansion,accessory,categories,mechanics,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,usersrate,average,bayesaverage,stddev,numcomments,numweights,averageweight,votes_suggested_players,recom_plyrs_int,votes_best_players
246900,Eclipse: Second Dawn for the Galaxy,27,False,False,"['Civilization', 'Science Fiction', 'Space Exploration', 'Wargame']","['Alliances', 'Area Majority / Influence', 'Area Movement', 'Area-Impulse', 'Critical Hits and Failures', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Income', 'Kill Steal', 'Modular Board', 'Passed Action Token', 'Player Elimination', 'Tech Trees / Tech Tracks', 'Tile Placement', 'Variable Player Powers']",2020,2,6,200,60,200,14,8345,8.56491,7.91897,1.34777,1316,324,3.6049,184,4,115
237182,Root,28,False,False,"['Animals', 'Fantasy', 'Wargame']","['Action Queue', 'Action Retrieval', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Race', 'Sudden Death Ending', 'Variable Player Powers', 'Variable Set-up']",2018,2,4,90,60,90,10,38438,8.09228,7.89604,1.43896,5697,1544,3.7545,819,4,655
164928,Orléans,29,False,False,"['Medieval', 'Religious', 'Travel']","['Contracts', 'Deck, Bag, and Pool Building', 'End Game Bonuses', 'Events', 'Point to Point Movement', 'Simultaneous Action Selection', 'Tech Trees / Tech Tracks', 'Turn Order: Progressive', 'Variable Set-up']",2014,2,4,90,90,90,12,27053,8.06798,7.87919,1.16393,3956,942,3.035,359,4,196
183394,Viticulture Essential Edition,30,False,False,"['Economic', 'Farming']","['Contracts', 'Hand Management', 'Solo / Solitaire Game', 'Turn Order: Auction', 'Victory Points as a Resource', 'Worker Placement', 'Worker Placement, Different Worker Types']",2015,1,6,90,45,90,13,40166,8.03082,7.87777,1.26498,5430,1195,2.8862,628,4,341
199792,Everdell,31,False,False,"['Animals', 'Card Game', 'City Building', 'Fantasy']","['Contracts', 'End Game Bonuses', 'Hand Management', 'Income', 'Open Drafting', 'Ownership', 'Set Collection', 'Solo / Solitaire Game', 'Variable Set-up', 'Worker Placement']",2018,1,4,80,40,80,13,37982,8.07519,7.87759,1.28094,5146,1141,2.8054,653,3,330
312484,Lost Ruins of Arnak,32,False,False,"['Adventure', 'Exploration', 'Travel']","['Contracts', 'Deck, Bag, and Pool Building', 'Move Through Deck', 'Once-Per-Game Abilities', 'Open Drafting', 'Resource to Move', 'Solo / Solitaire Game', 'Turn Order: Progressive', 'Worker Placement']",2020,1,4,120,30,120,12,27827,8.09357,7.87603,1.21922,3573,928,2.8804,552,3,301
96848,Mage Knight Board Game,33,False,False,"['Adventure', 'Exploration', 'Fantasy', 'Fighting']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Open Drafting', 'Role Playing', 'Solo / Solitaire Game', 'Variable Player Powers']",2011,1,4,240,60,240,14,30845,8.09344,7.86845,1.62706,6027,2556,4.3392,1205,1,750
175914,Food Chain Magnate,34,False,False,"['Economic', 'Industry / Manufacturing']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Income', 'Market', 'Modular Board', 'Open Drafting', 'Simultaneous Action Selection', 'Victory Points as a Resource']",2015,2,5,240,120,240,14,17298,8.10073,7.83133,1.58598,2965,850,4.2082,294,3,156
251247,Barrage,35,False,False,"['Economic', 'Environmental', 'Industry / Manufacturing']","['Contracts', 'End Game Bonuses', 'Income', 'Network and Route Building', 'Ownership', 'Solo / Solitaire Game', 'Turn Order: Stat-Based', 'Variable Player Powers', 'Variable Set-up', 'Worker Placement']",2019,1,4,120,60,120,14,12423,8.21106,7.82936,1.43349,1929,744,4.0685,359,4,209
285774,Marvel Champions: The Card Game,36,False,False,"['Card Game', 'Collectible Components', 'Comic Book / Strip']","['Cooperative Game', 'Deck Construction', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']",2019,1,4,90,45,90,14,18003,8.18316,7.82078,1.43081,2402,571,2.8984,593,2,383
3076,Puerto Rico,37,False,False,"['City Building', 'Economic', 'Farming']","['Action Drafting', 'End Game Bonuses', 'Follow', 'Hidden Victory Points', 'Increase Value of Unchosen Resources', 'Turn Order: Progressive', 'Variable Phase Order']",2002,3,5,150,90,150,12,67448,7.94708,7.81415,1.39021,12475,6124,3.275,1513,4,999
192135,Too Many Bones,38,False,False,"['Adventure', 'Dice', 'Fantasy', 'Fighting']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Die Icon Resolution', 'Hand Management', 'Resource to Move', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Tech Trees / Tech Tracks', 'Turn Order: Role Order', 'Variable Player Powers']",2017,1,4,120,60,120,12,9330,8.38858,7.80826,1.54751,1839,376,3.859,248,3,106
102794,Caverna: The Cave Farmers,39,False,False,"['Animals', 'Economic', 'Fantasy', 'Farming']","['Automatic Resource Growth', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Claim Action', 'Worker Placement']",2013,1,7,210,30,210,12,31337,7.9856,7.80587,1.34131,5034,1566,3.7829,508,4,263
170216,Blood Rage,40,False,False,"['Fantasy', 'Fighting', 'Miniatures', 'Mythology']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Closed Drafting', 'Hand Management', 'Map Reduction', 'Memory', 'Open Drafting', 'Simultaneous Action Selection']",2015,2,4,90,60,90,14,41196,7.96984,7.79661,1.41244,6139,1335,2.8801,821,4,644
256960,Pax Pamir: Second Edition,41,False,False,"['Economic', 'Educational', 'Negotiation', 'Political', 'Post-Napoleonic', 'Spies/Secret Agents']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Hand Management', 'Increase Value of Unchosen Resources', 'Open Drafting', 'Score-and-Reset Game', 'Simulation', 'Solo / Solitaire Game']",2019,1,5,120,45,120,13,9275,8.30466,7.79111,1.43816,1799,482,3.834,339,4,180
31260,Agricola,42,False,False,"['Animals', 'Economic', 'Farming']","['Automatic Resource Growth', 'Closed Drafting', 'Enclosure', 'Hand Management', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Turn Order: Claim Action', 'Variable Player Powers', 'Worker Placement']",2007,1,5,150,30,150,12,68566,7.90648,7.78675,1.55104,13261,6185,3.637,1901,4,1075
247763,Underwater Cities,43,False,False,"['Card Game', 'City Building', 'Civilization', 'Industry / Manufacturing', 'Nautical', 'Science Fiction']","['End Game Bonuses', 'Hand Management', 'Income', 'Network and Route Building', 'Solo / Solitaire Game', 'Turn Order: Stat-Based', 'Worker Placement']",2018,1,4,150,80,150,12,15230,8.08718,7.78334,1.18841,2227,563,3.6075,473,2,286
324856,The Crew: Mission Deep Sea,44,False,False,"['Card Game', 'Nautical']","['Communication Limits', 'Cooperative Game', 'Scenario / Mission / Campaign Game', 'Trick-taking']",2021,2,5,20,20,20,10,7875,8.32121,7.77247,1.24304,1143,143,2.021,102,4,67
185343,Anachrony,45,False,False,"['Economic', 'Science Fiction']","['Dice Rolling', 'Solo / Solitaire Game', 'Turn Order: Claim Action', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']",2017,1,4,120,30,120,15,15113,8.10408,7.76554,1.38793,2626,843,4.013,291,3,158
276025,Maracaibo,46,False,False,"['Economic', 'Exploration', 'Pirates']","['Contracts', 'End Game Bonuses', 'Events', 'Hand Management', 'Income', 'Movement Points', 'Narrative Choice / Paragraph', 'Point to Point Movement', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Solo / Solitaire Game', 'Stock Holding', 'Sudden Death Ending', 'Tech Trees / Tech Tracks', 'Track Movement', 'Variable Set-up']",2019,1,4,120,30,120,12,12997,8.11907,7.76212,1.2834,1929,677,3.8981,326,3,161
205059,Mansions of Madness: Second Edition,47,False,False,"['Adventure', 'Exploration', 'Fighting', 'Horror', 'Miniatures', 'Murder/Mystery', 'Puzzle']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Map Addition', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']",2016,1,5,180,120,180,14,31386,7.99332,7.75654,1.49184,4205,646,2.6672,395,4,213
221107,Pandemic Legacy: Season 2,48,False,False,"['Environmental', 'Exploration', 'Medical', 'Science Fiction']","['Cooperative Game', 'Hand Management', 'Legacy Game', 'Pick-up and Deliver', 'Point to Point Movement', 'Set Collection', 'Trading', 'Variable Player Powers']",2017,2,4,60,60,60,14,14889,8.07047,7.75613,1.6933,2291,268,3.2537,199,4,87
184267,On Mars,49,False,False,"['City Building', 'Economic', 'Exploration', 'Science Fiction', 'Space Exploration', 'Territory Building']","['Closed Drafting', 'Contracts', 'Delayed Purchase', 'End Game Bonuses', 'Hand Management', 'Hexagon Grid', 'Income', 'Movement Points', 'Moving Multiple Units', 'Set Collection', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Tile Placement', 'Variable Phase Order', 'Worker Placement']",2020,1,4,150,90,150,14,9613,8.23244,7.7416,1.49626,1716,1259,4.664,313,3,171
284083,The Crew: The Quest for Planet Nine,50,False,False,"['Card Game', 'Science Fiction', 'Space Exploration']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Trick-taking']",2019,2,5,20,20,20,10,31968,7.90049,7.73926,1.28718,4132,641,1.9735,556,4,377
126163,Tzolk'in: The Mayan Calendar,51,False,False,"['Ancient', 'Civilization', 'Economic', 'Farming', 'Mythology']","['Bias', 'End Game Bonuses', 'Turn Order: Claim Action', 'Worker Placement']",2012,2,4,90,90,90,13,35520,7.88108,7.73044,1.26196,5211,1824,3.6732,543,4,342
2651,Power Grid,52,False,False,"['Economic', 'Industry / Manufacturing']","['Auction/Bidding', 'Auction: Turn Order Until Pass', 'Catch the Leader', 'Income', 'Market', 'Network and Route Building', 'Turn Order: Stat-Based']",2004,2,6,120,120,120,12,61029,7.83176,7.72513,1.33535,10931,4838,3.2606,1234,4,769
216132,Clans of Caledonia,53,False,False,"['Economic', 'Farming']","['Commodity Speculation', 'Contracts', 'Dice Rolling', 'Market', 'Modular Board', 'Network and Route Building', 'Solo / Solitaire Game', 'Turn Order: Pass Order', 'Variable Player Powers', 'Variable Set-up']",2017,1,4,120,30,120,12,18177,7.96696,7.70929,1.1775,2721,724,3.4669,356,4,177
521,Crokinole,54,False,False,['Action / Dexterity'],"['Flicking', 'Team-Based Game']",1876,2,4,30,30,30,8,14927,7.97993,7.70697,1.61583,3093,634,1.2429,216,2,152
295947,Cascadia,55,False,False,"['Animals', 'Puzzle']","['End Game Bonuses', 'Hexagon Grid', 'Open Drafting', 'Pattern Building', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Set-up']",2021,1,4,45,30,45,10,15943,8.01042,7.70681,1.09422,2337,474,1.8523,288,2,169
164153,Star Wars: Imperial Assault,56,False,False,"['Adventure', 'Exploration', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Line of Sight', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Square Grid', 'Team-Based Game', 'Variable Player Powers']",2014,1,5,120,60,120,14,22916,7.98438,7.70238,1.41535,3458,877,3.3044,384,5,224
35677,Le Havre,57,False,False,"['City Building', 'Economic', 'Industry / Manufacturing', 'Nautical']","['Automatic Resource Growth', 'End Game Bonuses', 'Increase Value of Unchosen Resources', 'Loans', 'Ownership', 'Solo / Solitaire Game', 'Worker Placement']",2008,1,5,150,30,150,12,29416,7.86056,7.70201,1.41504,5680,1959,3.732,795,3,504
161533,Lisboa,58,False,False,"['City Building', 'Economic', 'Industry / Manufacturing', 'Political']","['Area Majority / Influence', 'Hand Management', 'Open Drafting', 'Solo / Solitaire Game', 'Tile Placement']",2017,1,4,120,60,120,12,8968,8.19676,7.70097,1.44747,1716,853,4.5768,221,3,128
314040,Pandemic Legacy: Season 0,59,False,False,['Spies/Secret Agents'],"['Action Points', 'Cooperative Game', 'Hand Management', 'Legacy Game', 'Point to Point Movement', 'Set Collection', 'Variable Player Powers']",2020,2,4,60,45,60,14,5212,8.51271,7.69966,1.5235,791,107,3.1028,89,4,35
55690,Kingdom Death: Monster,60,False,False,"['Adventure', 'Fantasy', 'Horror', 'Mature / Adult', 'Miniatures', 'Mythology']","['Cooperative Game', 'Critical Hits and Failures', 'Dice Rolling', 'Grid Movement', 'Role Playing', 'Solo / Solitaire Game', 'Storytelling']",2015,1,4,180,60,180,17,8686,8.55514,7.69956,1.99446,1966,565,4.2602,319,4,161
209010,Mechs vs. Minions,61,False,False,"['Fantasy', 'Fighting', 'Miniatures', 'Video Game Theme']","['Action Queue', 'Bias', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Open Drafting', 'Programmed Movement', 'Role Playing', 'Slide/Push', 'Variable Player Powers']",2016,2,4,120,60,120,14,16059,7.99916,7.69639,1.34635,2536,297,2.4141,232,4,149
244521,The Quacks of Quedlinburg,62,False,False,['Medieval'],"['Catch the Leader', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Dice Rolling', 'Events', 'Market', 'Push Your Luck', 'Variable Set-up']",2018,2,4,45,45,45,10,36811,7.84561,7.69338,1.24566,4895,886,1.9424,486,4,334
125153,The Gallerist,63,False,False,['Economic'],"['Commodity Speculation', 'Investment', 'Set Collection', 'Solo / Solitaire Game', 'Victory Points as a Resource', 'Worker Placement']",2015,1,4,150,60,150,13,12359,8.04428,7.68799,1.35354,2138,836,4.2644,271,4,114
266810,Paladins of the West Kingdom,64,False,False,['Medieval'],"['Market', 'Open Drafting', 'Solo / Solitaire Game', 'Worker Placement', 'Worker Placement, Different Worker Types']",2019,1,4,120,90,120,12,13730,8.01305,7.67772,1.23258,2008,628,3.6959,405,2,255
230802,Azul,65,False,False,"['Abstract Strategy', 'Puzzle', 'Renaissance']","['End Game Bonuses', 'Open Drafting', 'Pattern Building', 'Tile Placement', 'Turn Order: Claim Action']",2017,2,4,45,30,45,8,72048,7.77574,7.66376,1.15169,9033,1875,1.7621,1229,2,674
124742,Android: Netrunner,66,False,False,"['Bluffing', 'Card Game', 'Collectible Components', 'Science Fiction']","['Action Points', 'Deck Construction', 'Hand Management', 'Race', 'Secret Unit Deployment', 'Take That', 'Variable Player Powers']",2012,2,2,45,45,45,14,28616,7.87611,7.66341,1.66495,5939,1618,3.398,400,2,373
72125,Eclipse,67,False,False,"['Civilization', 'Fighting', 'Science Fiction', 'Space Exploration', 'Wargame']","['Area Majority / Influence', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Map Addition', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Variable Phase Order', 'Variable Player Powers']",2011,2,6,180,60,180,14,27394,7.8592,7.65843,1.49573,4952,1924,3.7017,611,4,431
191189,Aeon's End,68,False,False,"['Card Game', 'Fantasy', 'Fighting', 'Science Fiction']","['Chit-Pull System', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting', 'Solo / Solitaire Game', 'Variable Phase Order', 'Variable Player Powers', 'Variable Set-up']",2016,1,4,60,60,60,14,16311,7.96632,7.65111,1.34647,2689,444,2.7905,461,2,325
25613,Through the Ages: A Story of Civilization,69,False,False,"['Civilization', 'Economic']","['Action Points', 'Auction/Bidding', 'Auction: Dutch', 'Hand Management', 'Open Drafting']",2006,2,4,120,120,120,12,18715,7.8826,7.6471,1.69173,4107,1819,4.1743,681,3,435
